electrcity_use_kwh,occupied,hour,day_of_week,building_BUILD_H_01,building_BUILD_H_03,building_BUILD_H_04,building_BUILD_H_05,building_BUILD_H_06,building_BUILD_H_07,building_BUILD_H_08
0.1,0,5,3,False,False,False,False,False,False,True
0.13,0,6,3,False,False,False,False,False,False,True
0.13,0,7,3,False,False,False,False,False,False,True
0.12,0,8,3,False,False,False,False,False,False,True
0.14,0,9,3,False,False,False,False,False,False,True
0.16,0,10,3,False,False,False,False,False,False,True
0.1,0,11,3,False,False,False,False,False,False,True
0.11,0,12,3,False,False,False,False,False,False,True
0.1,0,13,3,False,False,False,False,False,False,True
0.08,0,14,3,False,False,False,False,False,False,True
0.08,0,15,3,False,False,False,False,False,False,True
0.09,0,16,3,False,False,False,False,False,False,True
0.08,0,17,3,False,False,False,False,False,False,True
0.08,0,18,3,False,False,False,False,False,False,True
0.15,0,19,3,False,False,False,False,False,False,True
0.13,0,20,3,False,False,False,False,False,False,True
0.13,0,21,3,False,False,False,False,False,False,True
0.13,0,22,3,False,False,False,False,False,False,True
0.11,0,23,3,False,False,False,False,False,False,True
0.11,0,0,4,False,False,False,False,False,False,True
0.13,0,1,4,False,False,False,False,False,False,True
0.11,0,2,4,False,False,False,False,False,False,True
0.11,0,3,4,False,False,False,False,False,False,True
0.12,0,4,4,False,False,False,False,False,False,True
0.11,0,5,4,False,False,False,False,False,False,True
0.11,0,6,4,False,False,False,False,False,False,True
0.12,0,7,4,False,False,False,False,False,False,True
0.11,0,8,4,False,False,False,False,False,False,True
0.12,0,9,4,False,False,False,False,False,False,True
0.11,0,10,4,False,False,False,False,False,False,True
0.11,0,11,4,False,False,False,False,False,False,True
0.13,0,12,4,False,False,False,False,False,False,True
0.1,0,13,4,False,False,False,False,False,False,True
0.1,0,14,4,False,False,False,False,False,False,True
0.09,0,15,4,False,False,False,False,False,False,True
0.08,0,16,4,False,False,False,False,False,False,True
0.1,0,17,4,False,False,False,False,False,False,True
0.09,0,18,4,False,False,False,False,False,False,True
0.15,0,19,4,False,False,False,False,False,False,True
0.13,0,20,4,False,False,False,False,False,False,True
0.14,0,21,4,False,False,False,False,False,False,True
0.13,0,22,4,False,False,False,False,False,False,True
0.13,0,23,4,False,False,False,False,False,False,True
0.12,0,0,5,False,False,False,False,False,False,True
0.13,0,1,5,False,False,False,False,False,False,True
0.12,0,2,5,False,False,False,False,False,False,True
0.12,0,3,5,False,False,False,False,False,False,True
0.13,0,4,5,False,False,False,False,False,False,True
0.13,0,5,5,False,False,False,False,False,False,True
0.11,0,6,5,False,False,False,False,False,False,True
0.12,0,7,5,False,False,False,False,False,False,True
0.13,0,8,5,False,False,False,False,False,False,True
0.13,0,9,5,False,False,False,False,False,False,True
0.14,0,10,5,False,False,False,False,False,False,True
0.13,0,11,5,False,False,False,False,False,False,True
0.12,0,12,5,False,False,False,False,False,False,True
0.12,0,13,5,False,False,False,False,False,False,True
0.09,0,14,5,False,False,False,False,False,False,True
0.1,0,15,5,False,False,False,False,False,False,True
0.11,0,16,5,False,False,False,False,False,False,True
0.11,0,17,5,False,False,False,False,False,False,True
0.11,0,18,5,False,False,False,False,False,False,True
0.16,0,19,5,False,False,False,False,False,False,True
0.19,0,20,5,False,False,False,False,False,False,True
0.16,0,21,5,False,False,False,False,False,False,True
0.17,0,22,5,False,False,False,False,False,False,True
0.14,0,23,5,False,False,False,False,False,False,True
0.14,0,0,6,False,False,False,False,False,False,True
0.13,0,1,6,False,False,False,False,False,False,True
0.15,0,2,6,False,False,False,False,False,False,True
0.14,0,3,6,False,False,False,False,False,False,True
0.15,0,4,6,False,False,False,False,False,False,True
0.14,0,5,6,False,False,False,False,False,False,True
0.12,0,6,6,False,False,False,False,False,False,True
0.14,0,7,6,False,False,False,False,False,False,True
0.14,0,8,6,False,False,False,False,False,False,True
0.15,0,9,6,False,False,False,False,False,False,True
0.13,0,10,6,False,False,False,False,False,False,True
0.13,0,11,6,False,False,False,False,False,False,True
0.2,0,12,6,False,False,False,False,False,False,True
0.13,0,13,6,False,False,False,False,False,False,True
0.11,0,14,6,False,False,False,False,False,False,True
0.11,0,15,6,False,False,False,False,False,False,True
0.11,0,16,6,False,False,False,False,False,False,True
0.11,0,17,6,False,False,False,False,False,False,True
0.1,0,18,6,False,False,False,False,False,False,True
0.16,0,19,6,False,False,False,False,False,False,True
0.17,0,20,6,False,False,False,False,False,False,True
0.16,0,21,6,False,False,False,False,False,False,True
0.16,0,22,6,False,False,False,False,False,False,True
0.14,0,23,6,False,False,False,False,False,False,True
0.14,0,0,0,False,False,False,False,False,False,True
0.13,0,1,0,False,False,False,False,False,False,True
0.15,0,2,0,False,False,False,False,False,False,True
0.15,0,3,0,False,False,False,False,False,False,True
0.14,0,4,0,False,False,False,False,False,False,True
0.13,0,5,0,False,False,False,False,False,False,True
0.14,0,6,0,False,False,False,False,False,False,True
0.14,0,7,0,False,False,False,False,False,False,True
0.13,0,8,0,False,False,False,False,False,False,True
0.13,0,9,0,False,False,False,False,False,False,True
0.14,0,10,0,False,False,False,False,False,False,True
0.15,0,11,0,False,False,False,False,False,False,True
0.12,0,12,0,False,False,False,False,False,False,True
0.13,0,13,0,False,False,False,False,False,False,True
0.1,0,14,0,False,False,False,False,False,False,True
0.11,0,15,0,False,False,False,False,False,False,True
0.11,0,16,0,False,False,False,False,False,False,True
0.1,0,17,0,False,False,False,False,False,False,True
0.11,0,18,0,False,False,False,False,False,False,True
0.15,0,19,0,False,False,False,False,False,False,True
0.15,0,20,0,False,False,False,False,False,False,True
0.15,0,21,0,False,False,False,False,False,False,True
0.13,0,22,0,False,False,False,False,False,False,True
0.13,0,23,0,False,False,False,False,False,False,True
0.12,0,0,1,False,False,False,False,False,False,True
0.12,0,1,1,False,False,False,False,False,False,True
0.13,0,2,1,False,False,False,False,False,False,True
0.13,0,3,1,False,False,False,False,False,False,True
0.11,0,4,1,False,False,False,False,False,False,True
0.12,0,5,1,False,False,False,False,False,False,True
0.12,0,6,1,False,False,False,False,False,False,True
0.12,0,7,1,False,False,False,False,False,False,True
0.12,0,8,1,False,False,False,False,False,False,True
0.13,0,9,1,False,False,False,False,False,False,True
0.12,0,10,1,False,False,False,False,False,False,True
0.12,0,11,1,False,False,False,False,False,False,True
0.11,0,12,1,False,False,False,False,False,False,True
0.12,0,13,1,False,False,False,False,False,False,True
0.09,0,14,1,False,False,False,False,False,False,True
0.1,0,15,1,False,False,False,False,False,False,True
0.08,0,16,1,False,False,False,False,False,False,True
0.09,0,17,1,False,False,False,False,False,False,True
0.09,0,18,1,False,False,False,False,False,False,True
0.14,0,19,1,False,False,False,False,False,False,True
0.14,0,20,1,False,False,False,False,False,False,True
0.14,0,21,1,False,False,False,False,False,False,True
0.13,0,22,1,False,False,False,False,False,False,True
0.13,0,23,1,False,False,False,False,False,False,True
0.11,0,0,2,False,False,False,False,False,False,True
0.13,0,1,2,False,False,False,False,False,False,True
0.13,0,2,2,False,False,False,False,False,False,True
0.12,0,3,2,False,False,False,False,False,False,True
0.11,0,4,2,False,False,False,False,False,False,True
0.12,0,5,2,False,False,False,False,False,False,True
0.12,0,6,2,False,False,False,False,False,False,True
0.12,0,7,2,False,False,False,False,False,False,True
0.12,0,8,2,False,False,False,False,False,False,True
0.12,0,9,2,False,False,False,False,False,False,True
0.11,0,10,2,False,False,False,False,False,False,True
0.13,0,11,2,False,False,False,False,False,False,True
0.12,0,12,2,False,False,False,False,False,False,True
0.12,0,13,2,False,False,False,False,False,False,True
0.09,0,14,2,False,False,False,False,False,False,True
0.09,0,15,2,False,False,False,False,False,False,True
0.09,0,16,2,False,False,False,False,False,False,True
0.09,0,17,2,False,False,False,False,False,False,True
0.09,0,18,2,False,False,False,False,False,False,True
0.15,0,19,2,False,False,False,False,False,False,True
0.14,0,20,2,False,False,False,False,False,False,True
0.13,0,21,2,False,False,False,False,False,False,True
0.13,0,22,2,False,False,False,False,False,False,True
0.14,0,23,2,False,False,False,False,False,False,True
0.11,0,0,3,False,False,False,False,False,False,True
0.13,0,1,3,False,False,False,False,False,False,True
0.13,0,2,3,False,False,False,False,False,False,True
0.11,0,3,3,False,False,False,False,False,False,True
0.11,0,4,3,False,False,False,False,False,False,True
0.13,0,5,3,False,False,False,False,False,False,True
0.12,0,6,3,False,False,False,False,False,False,True
0.12,0,7,3,False,False,False,False,False,False,True
0.12,0,8,3,False,False,False,False,False,False,True
0.12,0,9,3,False,False,False,False,False,False,True
0.11,0,10,3,False,False,False,False,False,False,True
0.12,0,11,3,False,False,False,False,False,False,True
0.13,0,12,3,False,False,False,False,False,False,True
0.11,0,13,3,False,False,False,False,False,False,True
0.14,0,14,3,False,False,False,False,False,False,True
0.1,0,15,3,False,False,False,False,False,False,True
0.09,0,16,3,False,False,False,False,False,False,True
0.09,0,17,3,False,False,False,False,False,False,True
0.09,0,18,3,False,False,False,False,False,False,True
0.15,0,19,3,False,False,False,False,False,False,True
2.49,0,20,3,False,False,False,False,False,False,True
3.94,1,21,3,False,False,False,False,False,False,True
